Units,Weight ,Value,Country Name,Description,Commodity Code
0,329,2422,CHINA,"FRUIT JELLIES, FRUIT PASTES, LICORICE",17049040
0,526,4629,PHILIPPINES,"FRUIT JELLIES, FRUIT PASTES, LICORICE",17049040
0,693,5959,U.S.A,"FRUIT JELLIES, FRUIT PASTES, LICORICE",17049040
0,1204,12669,TURKEY,"FRUIT JELLIES, FRUIT PASTES, LICORICE",17049040
0,1979,14571,POLAND,"FRUIT JELLIES, FRUIT PASTES, LICORICE",17049040
0,653,4718,Other Countries,"FRUIT JELLIES, FRUIT PASTES, LICORICE",17049040
0,120,2494,EGYPT,COUGH DROPS,17049050
0,90,6333,GERMANY,COUGH DROPS,17049050
0,479,63647,UNITED KINGDOM,COUGH DROPS,17049050
0,46,1367,TURKEY,COUGH DROPS,17049050
0,38,1041,Other Countries,COUGH DROPS,17049050
0,198,2213,LEBANON,OTHER SUGAR CONFECTIONERY,17049090
0,68,1377,JORDAN,OTHER SUGAR CONFECTIONERY,17049090
0,210,3827,UNITED ARAB EMIRATES,OTHER SUGAR CONFECTIONERY,17049090
0,141,2862,THAILAND,OTHER SUGAR CONFECTIONERY,17049090
0,2277,14406,CHINA,OTHER SUGAR CONFECTIONERY,17049090
0,834,10576,U.S.A,OTHER SUGAR CONFECTIONERY,17049090
0,37,1009,SWITZERLAND,OTHER SUGAR CONFECTIONERY,17049090
0,487,4550,GERMANY,OTHER SUGAR CONFECTIONERY,17049090
0,145,1345,NETHERLANDS,OTHER SUGAR CONFECTIONERY,17049090
0,196,3479,BELGIUM,OTHER SUGAR CONFECTIONERY,17049090
0,140,2355,ITALY,OTHER SUGAR CONFECTIONERY,17049090
0,717,4749,TURKEY,OTHER SUGAR CONFECTIONERY,17049090
0,818,5715,POLAND,OTHER SUGAR CONFECTIONERY,17049090
0,336,2561,CZECH REPUBLIC,OTHER SUGAR CONFECTIONERY,17049090
0,960,9035,Other Countries,OTHER SUGAR CONFECTIONERY,17049090
0,422,6709,GHANA,COCOA PASTE NOT DEFATTED,18031000
0,99,1777,NETHERLANDS,COCOA PASTE NOT DEFATTED,18031000
0,172,3037,SPAIN,COCOA PASTE NOT DEFATTED,18031000
0,66,1127,Other Countries,COCOA PASTE NOT DEFATTED,18031000
0,992,13332,MALAYSIA,"COCOA BUTTER, FAT AND OIL",18040000
0,393,8505,INDONESIA,"COCOA BUTTER, FAT AND OIL",18040000
0,520,14162,NETHERLANDS,"COCOA BUTTER, FAT AND OIL",18040000
0,81,1285,TURKEY,"COCOA BUTTER, FAT AND OIL",18040000
0,51,1174,SPAIN,"COCOA BUTTER, FAT AND OIL",18040000
0,15,693,Other Countries,"COCOA BUTTER, FAT AND OIL",18040000
0,1002,9466,MALAYSIA,"COCOA POWDER, NOT CONTAINING ADDED SWEETENERS",18050000
0,915,11478,SINGAPORE,"COCOA POWDER, NOT CONTAINING ADDED SWEETENERS",18050000
0,61,2392,U.S.A,"COCOA POWDER, NOT CONTAINING ADDED SWEETENERS",18050000
0,690,12868,GERMANY,"COCOA POWDER, NOT CONTAINING ADDED SWEETENERS",18050000
0,963,10590,NETHERLANDS,"COCOA POWDER, NOT CONTAINING ADDED SWEETENERS",18050000
0,467,5195,FRANCE,"COCOA POWDER, NOT CONTAINING ADDED SWEETENERS",18050000
0,455,5377,TURKEY,"COCOA POWDER, NOT CONTAINING ADDED SWEETENERS",18050000
0,408,4086,SPAIN,"COCOA POWDER, NOT CONTAINING ADDED SWEETENERS",18050000
0,310,3413,Other Countries,"COCOA POWDER, NOT CONTAINING ADDED SWEETENERS",18050000
0,1204,36372,UNITED ARAB EMIRATES,COCOA POWDER WITH PEPTONE OR MILK,18061010
0,165,3293,MALAYSIA,COCOA POWDER WITH PEPTONE OR MILK,18061010
0,127,1741,PHILIPPINES,COCOA POWDER WITH PEPTONE OR MILK,18061010
0,80,1462,BELGIUM,COCOA POWDER WITH PEPTONE OR MILK,18061010
0,29,1039,UNITED KINGDOM,COCOA POWDER WITH PEPTONE OR MILK,18061010
0,58,1229,FRANCE,COCOA POWDER WITH PEPTONE OR MILK,18061010
0,955,18232,TURKEY,COCOA POWDER WITH PEPTONE OR MILK,18061010
0,165,2591,Other Countries,COCOA POWDER WITH PEPTONE OR MILK,18061010
0,97,2215,LEBANON,OTHER SWEETENED COCOA POWDER,18061090
0,200,1747,JORDAN,OTHER SWEETENED COCOA POWDER,18061090
0,93,5430,BAHRAIN,OTHER SWEETENED COCOA POWDER,18061090
0,303,13465,UNITED ARAB EMIRATES,OTHER SWEETENED COCOA POWDER,18061090
0,608,4984,MALAYSIA,OTHER SWEETENED COCOA POWDER,18061090
0,240,3252,U.S.A,OTHER SWEETENED COCOA POWDER,18061090
0,80,1342,GERMANY,OTHER SWEETENED COCOA POWDER,18061090
0,128,1448,NETHERLANDS,OTHER SWEETENED COCOA POWDER,18061090
0,363,3280,BELGIUM,OTHER SWEETENED COCOA POWDER,18061090
0,116,1303,UNITED KINGDOM,OTHER SWEETENED COCOA POWDER,18061090
0,158,1586,FRANCE,OTHER SWEETENED COCOA POWDER,18061090
0,230,2968,ITALY,OTHER SWEETENED COCOA POWDER,18061090
0,1190,6767,TURKEY,OTHER SWEETENED COCOA POWDER,18061090
0,93,1147,SPAIN,OTHER SWEETENED COCOA POWDER,18061090
0,865,7915,Other Countries,OTHER SWEETENED COCOA POWDER,18061090
0,351,7487,BELGIUM,"POWDER FOR MAKING ICE-CREAM, CONTAINING COCOA, BULK",18062010
0,164,2538,Other Countries,"POWDER FOR MAKING ICE-CREAM, CONTAINING COCOA, BULK",18062010
0,209,10323,LEBANON, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
0,15991,434132,UNITED ARAB EMIRATES, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
0,85,1355,INDIA, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
0,212,3231,INDONESIA, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
0,87,2275,EGYPT, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
0,58,1117,BELGIUM, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
0,175,1393,UNITED KINGDOM, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
0,3235,11159,TURKEY, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
0,15,1026,POLAND, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
0,336,5572,Other Countries, CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
0,313,6199,LEBANON,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,151,1954,MALAYSIA,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,123,1151,EGYPT,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,391,4494,U.S.A,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,181,6874,SWITZERLAND,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,103,2195,GERMANY,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,642,10945,BELGIUM,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,294,7553,UNITED KINGDOM,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,113,2625,FRANCE,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,247,4674,ITALY,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,888,5385,TURKEY,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,385,5826,POLAND,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,61,1537,CZECH REPUBLIC,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,212,2331,Other Countries,"CONFECTIONERY PRODUCTS WITH COCOA, BULK",18062030
0,154,7459,LEBANON,OTHER BULK COCOA PRODUCTS,18062090
0,5295,72053,UNITED ARAB EMIRATES,OTHER BULK COCOA PRODUCTS,18062090
0,144,1572,CHINA,OTHER BULK COCOA PRODUCTS,18062090
0,411,18627,EGYPT,OTHER BULK COCOA PRODUCTS,18062090
0,146,2640,U.S.A,OTHER BULK COCOA PRODUCTS,18062090
0,146,3837,SWITZERLAND,OTHER BULK COCOA PRODUCTS,18062090
0,672,8554,GERMANY,OTHER BULK COCOA PRODUCTS,18062090
0,3215,79348,NETHERLANDS,OTHER BULK COCOA PRODUCTS,18062090
0,1160,20080,BELGIUM,OTHER BULK COCOA PRODUCTS,18062090
0,629,9646,UNITED KINGDOM,OTHER BULK COCOA PRODUCTS,18062090
0,190,3539,FRANCE,OTHER BULK COCOA PRODUCTS,18062090
0,563,5335,ITALY,OTHER BULK COCOA PRODUCTS,18062090
0,1527,11404,TURKEY,OTHER BULK COCOA PRODUCTS,18062090
0,304,4103,POLAND,OTHER BULK COCOA PRODUCTS,18062090
0,537,5677,Other Countries,OTHER BULK COCOA PRODUCTS,18062090
0,1219,51884,LEBANON,OTHERS KAKAOA,18063190
0,1096,14624,UNITED ARAB EMIRATES,OTHERS KAKAOA,18063190
0,518,8510,MALAYSIA,OTHERS KAKAOA,18063190
0,487,17731,CHINA,OTHERS KAKAOA,18063190
0,5571,115142,EGYPT,OTHERS KAKAOA,18063190
0,36,2039,AUSTRALIA,OTHERS KAKAOA,18063190
0,1227,41388,U.S.A,OTHERS KAKAOA,18063190
0,130,2423,ARGENTINA,OTHERS KAKAOA,18063190
0,527,10267,SWITZERLAND,OTHERS KAKAOA,18063190
0,1710,46519,GERMANY,OTHERS KAKAOA,18063190
0,3366,87480,NETHERLANDS,OTHERS KAKAOA,18063190
0,364,8887,BELGIUM,OTHERS KAKAOA,18063190
0,1112,12685,UNITED KINGDOM,OTHERS KAKAOA,18063190
0,83,3228,FRANCE,OTHERS KAKAOA,18063190
0,2115,77829,ITALY,OTHERS KAKAOA,18063190
0,1765,10810,TURKEY,OTHERS KAKAOA,18063190
0,61,1271,SPAIN,OTHERS KAKAOA,18063190
0,246,3091,POLAND,OTHERS KAKAOA,18063190
0,980,8395,RUSSIAN FEDERATION,OTHERS KAKAOA,18063190
0,96,7120,"E.D.,N.E.S",OTHERS KAKAOA,18063190
0,307,5008,Other Countries,OTHERS KAKAOA,18063190
0,23,1123,LEBANON,OTHERS KAKAOA,18063290
0,6450,116135,UNITED ARAB EMIRATES,OTHERS KAKAOA,18063290
0,188,1045,CHINA,OTHERS KAKAOA,18063290
0,1092,45442,EGYPT,OTHERS KAKAOA,18063290
0,98,3200,U.S.A,OTHERS KAKAOA,18063290
0,403,16724,SWITZERLAND,OTHERS KAKAOA,18063290
0,127,1886,TURKEY,OTHERS KAKAOA,18063290
0,308,5533,Other Countries,OTHERS KAKAOA,18063290
0,224,3115,KUWAIT,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,138,2640,UNITED ARAB EMIRATES,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,96,1370,INDIA,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,112,1041,SWITZERLAND,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,1396,11542,NETHERLANDS,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,255,8802,BELGIUM,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,326,2972,UNITED KINGDOM,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,102,1110,FRANCE,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,284,3071,ITALY,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,313,1988,TURKEY,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,205,1043,POLAND,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,252,3618,Other Countries,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
0,36,1605,LEBANON,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
0,516,5038,UNITED ARAB EMIRATES,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
0,1495,108568,INDIA,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
0,646,6486,U.S.A,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
0,999,29066,GERMANY,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
0,191,2247,BELGIUM,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
0,7655,117054,ITALY,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
0,1202,20218,TURKEY,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
0,2402,45395,POLAND,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
0,206,2777,Other Countries,"CONFECTIONERY PRODUCTS WITH COCOA, NON-BULK",18069030
0,95,2095,LEBANON,OTHER NON-BULK COCOA PRODUCTS,18069090
0,1631,45502,UNITED ARAB EMIRATES,OTHER NON-BULK COCOA PRODUCTS,18069090
0,127,1507,CHINA,OTHER NON-BULK COCOA PRODUCTS,18069090
0,86,2117,EGYPT,OTHER NON-BULK COCOA PRODUCTS,18069090
0,2333,53973,U.S.A,OTHER NON-BULK COCOA PRODUCTS,18069090
0,38,1306,SWEDEN,OTHER NON-BULK COCOA PRODUCTS,18069090
0,201,2597,SWITZERLAND,OTHER NON-BULK COCOA PRODUCTS,18069090
0,1054,7281,GERMANY,OTHER NON-BULK COCOA PRODUCTS,18069090
0,994,24589,NETHERLANDS,OTHER NON-BULK COCOA PRODUCTS,18069090
0,260,3296,BELGIUM,OTHER NON-BULK COCOA PRODUCTS,18069090
0,984,25432,UNITED KINGDOM,OTHER NON-BULK COCOA PRODUCTS,18069090
0,647,9220,ITALY,OTHER NON-BULK COCOA PRODUCTS,18069090
0,1064,6040,TURKEY,OTHER NON-BULK COCOA PRODUCTS,18069090
0,101,1241,SPAIN,OTHER NON-BULK COCOA PRODUCTS,18069090
0,2739,54350,POLAND,OTHER NON-BULK COCOA PRODUCTS,18069090
0,537,6584,Other Countries,OTHER NON-BULK COCOA PRODUCTS,18069090
0,112,6183,JORDAN,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,54,2887,MALAYSIA,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,1202,45338,SINGAPORE,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,8746,579405,IRELAND,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,4071,247465,SWITZERLAND,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,67,2042,PORTUGAL,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,3490,231916,GERMANY,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,1934,110565,NETHERLANDS,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,15,1078,UNITED KINGDOM,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,10243,614043,FRANCE,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,3859,204101,SPAIN,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,433,23376,POLAND,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,333,1665,Other Countries,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
0,86,3127,SOUTH KOREA,"BABY FOOD WITH MILK BASE, UNDER 5% COCOA",19011020
0,11,1252,GERMANY,"BABY FOOD WITH MILK BASE, UNDER 5% COCOA",19011020
0,984,60875,NETHERLANDS,"BABY FOOD WITH MILK BASE, UNDER 5% COCOA",19011020
0,25,1570,FRANCE,"BABY FOOD WITH MILK BASE, UNDER 5% COCOA",19011020
0,264,13218,SPAIN,"BABY FOOD WITH MILK BASE, UNDER 5% COCOA",19011020
0,2,35,Other Countries,"BABY FOOD WITH MILK BASE, UNDER 5% COCOA",19011020
0,370,18117,MALAYSIA,OTHER BABY FOOD,19011090
0,335,12588,SOUTH KOREA,OTHER BABY FOOD,19011090
0,7,1472,U.S.A,OTHER BABY FOOD,19011090
0,375,20591,IRELAND,OTHER BABY FOOD,19011090
0,328,19894,NETHERLANDS,OTHER BABY FOOD,19011090
0,197,5306,BELGIUM,OTHER BABY FOOD,19011090
0,638,36923,FRANCE,OTHER BABY FOOD,19011090
0,6775,178107,SPAIN,OTHER BABY FOOD,19011090
0,1601,84202,POLAND,OTHER BABY FOOD,19011090
0,72,2779,Other Countries,OTHER BABY FOOD,19011090
0,7751,86878,UNITED ARAB EMIRATES,"CEREAL AND FLOUR MIXES WITH FRUIT FLOUR, COCOA POWDER",19012010
0,526,3172,NEW ZEALAND,"CEREAL AND FLOUR MIXES WITH FRUIT FLOUR, COCOA POWDER",19012010
0,2222,17330,U.S.A,"CEREAL AND FLOUR MIXES WITH FRUIT FLOUR, COCOA POWDER",19012010
0,839,7595,Other Countries,"CEREAL AND FLOUR MIXES WITH FRUIT FLOUR, COCOA POWDER",19012010
0,586,3804,PAKISTAN,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
0,440,1836,NEW ZEALAND,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
0,1979,13869,U.S.A,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
0,825,6348,GERMANY,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
0,90,1030,NETHERLANDS,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
0,263,3154,BELGIUM,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
0,152,2639,FRANCE,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
0,120,1052,ITALY,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
0,290,2781,TURKEY,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
0,245,1562,MALTA,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
0,574,4310,Other Countries,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
0,166,1385,LEBANON,OTHER CEREAL AND FLOUR MIXES,19012090
0,1981,14635,UNITED ARAB EMIRATES,OTHER CEREAL AND FLOUR MIXES,19012090
0,103,1841,INDIA,OTHER CEREAL AND FLOUR MIXES,19012090
0,804,7035,U.S.A,OTHER CEREAL AND FLOUR MIXES,19012090
0,162,3372,IRELAND,OTHER CEREAL AND FLOUR MIXES,19012090
0,205,2563,TURKEY,OTHER CEREAL AND FLOUR MIXES,19012090
0,951,7206,Other Countries,OTHER CEREAL AND FLOUR MIXES,19012090
0,249,1391,JORDAN,"Other food preparations of flour, groats, meal or malt extract",19019090
0,3143,20005,UNITED ARAB EMIRATES,"Other food preparations of flour, groats, meal or malt extract",19019090
0,462,11407,INDIA,"Other food preparations of flour, groats, meal or malt extract",19019090
0,188,2323,THAILAND,"Other food preparations of flour, groats, meal or malt extract",19019090
0,61,2277,SINGAPORE,"Other food preparations of flour, groats, meal or malt extract",19019090
0,93,1418,AUSTRALIA,"Other food preparations of flour, groats, meal or malt extract",19019090
0,158,3025,NEW ZEALAND,"Other food preparations of flour, groats, meal or malt extract",19019090
0,776,7495,U.S.A,"Other food preparations of flour, groats, meal or malt extract",19019090
0,119,1164,SWEDEN,"Other food preparations of flour, groats, meal or malt extract",19019090
0,1644,168963,GERMANY,"Other food preparations of flour, groats, meal or malt extract",19019090
0,499,3823,NETHERLANDS,"Other food preparations of flour, groats, meal or malt extract",19019090
0,287,4308,UNITED KINGDOM,"Other food preparations of flour, groats, meal or malt extract",19019090
0,156,2475,FRANCE,"Other food preparations of flour, groats, meal or malt extract",19019090
0,70,1576,SPAIN,"Other food preparations of flour, groats, meal or malt extract",19019090
0,2442,31448,MALTA,"Other food preparations of flour, groats, meal or malt extract",19019090
0,209,1146,POLAND,"Other food preparations of flour, groats, meal or malt extract",19019090
0,145,1040,CROATIA,"Other food preparations of flour, groats, meal or malt extract",19019090
0,451,4734,Other Countries,"Other food preparations of flour, groats, meal or malt extract",19019090
0,1549,5761,KUWAIT,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
0,2492,11125,UNITED ARAB EMIRATES,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
0,453,1620,PAKISTAN,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
0,165,1761,TAIWAN,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
0,206,1233,SOUTH KOREA,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
0,1004,10366,PHILIPPINES,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
0,2633,4247,EGYPT,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
0,131,1763,U.S.A,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
0,2167,12005,ITALY,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
0,3703,8093,TURKEY,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
0,661,3823,Other Countries,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
0,7045,26469,KUWAIT,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,2212,7912,UNITED ARAB EMIRATES,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,1185,3968,PAKISTAN,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,310,1954,BANGLADESH,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,179,1214,THAILAND,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,466,2197,MALAYSIA,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,92,1186,TAIWAN,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,432,3566,SOUTH KOREA,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,598,3915,PHILIPPINES,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,148,1004,INDONESIA,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,978,8813,U.S.A,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,1127,6652,FRANCE,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,10964,51129,ITALY,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,4038,10704,TURKEY,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,716,2186,Other Countries,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
0,111,2276,U.S.A,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITHOUT EGGS",19021930
0,1548,7298,GERMANY,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITHOUT EGGS",19021930
0,381,2635,BELGIUM,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITHOUT EGGS",19021930
0,123,974,Other Countries,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITHOUT EGGS",19021930
0,2549,9761,UNITED ARAB EMIRATES,OTHER UNCOOKED PASTA WITHOUT EGGS,19021990
0,121,1140,PHILIPPINES,OTHER UNCOOKED PASTA WITHOUT EGGS,19021990
0,762,5335,INDONESIA,OTHER UNCOOKED PASTA WITHOUT EGGS,19021990
0,755,4252,Other Countries,OTHER UNCOOKED PASTA WITHOUT EGGS,19021990
0,1875,43574,UNITED ARAB EMIRATES,"PASTA STUFFED WITH FISH, CRUSTACEANS AND MOLLUSCS",19022020
0,50,489,Other Countries,"PASTA STUFFED WITH FISH, CRUSTACEANS AND MOLLUSCS",19022020
0,197,3461,JORDAN,OTHER STUFFED PASTA,19022090
0,701,12675,UNITED ARAB EMIRATES,OTHER STUFFED PASTA,19022090
0,238,2749,INDIA,OTHER STUFFED PASTA,19022090
0,221,3008,Other Countries,OTHER STUFFED PASTA,19022090
0,129,2218,JORDAN,OTHER PASTA,19023000
0,3581,11433,UNITED ARAB EMIRATES,OTHER PASTA,19023000
0,860,6257,INDONESIA,OTHER PASTA,19023000
0,443,3257,U.S.A,OTHER PASTA,19023000
0,334,1325,IRELAND,OTHER PASTA,19023000
0,348,1569,UNITED KINGDOM,OTHER PASTA,19023000
0,122,1412,FRANCE,OTHER PASTA,19023000
0,223,1510,GREECE,OTHER PASTA,19023000
0,401,3974,Other Countries,OTHER PASTA,19023000
0,601,1718,INDIA,TAPIOCA AND SUBSTITUTES THEREFOR PREPARED,19030000
0,709,7856,INDONESIA,TAPIOCA AND SUBSTITUTES THEREFOR PREPARED,19030000
0,424,1376,Other Countries,TAPIOCA AND SUBSTITUTES THEREFOR PREPARED,19030000
0,171,2645,LEBANON,"CORN FLAKES AND THE LIKE, ROASTED",19041091
0,112,1029,EGYPT,"CORN FLAKES AND THE LIKE, ROASTED",19041091
0,210,2364,U.S.A,"CORN FLAKES AND THE LIKE, ROASTED",19041091
0,3951,72473,GERMANY,"CORN FLAKES AND THE LIKE, ROASTED",19041091
0,2163,42568,UNITED KINGDOM,"CORN FLAKES AND THE LIKE, ROASTED",19041091
0,1425,22641,FRANCE,"CORN FLAKES AND THE LIKE, ROASTED",19041091
0,2125,29404,TURKEY,"CORN FLAKES AND THE LIKE, ROASTED",19041091
0,1592,41119,SPAIN,"CORN FLAKES AND THE LIKE, ROASTED",19041091
0,5992,53786,POLAND,"CORN FLAKES AND THE LIKE, ROASTED",19041091
0,269,3430,Other Countries,"CORN FLAKES AND THE LIKE, ROASTED",19041091
0,936,12598,LEBANON,OTHER ROASTED OR SWELLED CEREALS,19041099
0,240,1770,BANGLADESH,OTHER ROASTED OR SWELLED CEREALS,19041099
0,470,2591,INDIA,OTHER ROASTED OR SWELLED CEREALS,19041099
0,87,1004,MALAYSIA,OTHER ROASTED OR SWELLED CEREALS,19041099
0,774,4027,CHINA,OTHER ROASTED OR SWELLED CEREALS,19041099
0,72,1016,SOUTH AFRICA,OTHER ROASTED OR SWELLED CEREALS,19041099
0,200,5560,U.S.A,OTHER ROASTED OR SWELLED CEREALS,19041099
0,226,2283,BELGIUM,OTHER ROASTED OR SWELLED CEREALS,19041099
0,351,6326,UNITED KINGDOM,OTHER ROASTED OR SWELLED CEREALS,19041099
0,475,1455,TURKEY,OTHER ROASTED OR SWELLED CEREALS,19041099
0,136,1132,SPAIN,OTHER ROASTED OR SWELLED CEREALS,19041099
0,515,5560,Other Countries,OTHER ROASTED OR SWELLED CEREALS,19041099
0,735,2996,BANGLADESH,OTHER ROASTED OR SWELLED CEREALS,19042029
0,235,7254,SPAIN,OTHER ROASTED OR SWELLED CEREALS,19042029
0,431,3167,Other Countries,OTHER ROASTED OR SWELLED CEREALS,19042029
0,1052,4913,BANGLADESH,OTHER CEREALS,19049090
0,321,1126,THAILAND,OTHER CEREALS,19049090
0,200,1216,CHINA,OTHER CEREALS,19049090
0,624,1425,TURKEY,OTHER CEREALS,19049090
0,452,4574,Other Countries,OTHER CEREALS,19049090
0,117,1274,LEBANON,SWEAT BISCUITS,19053100
0,786,8757,KUWAIT,SWEAT BISCUITS,19053100
0,3465,35287,SULTANATE OF OMAN,SWEAT BISCUITS,19053100
0,2831,36777,UNITED ARAB EMIRATES,SWEAT BISCUITS,19053100
0,379,2955,PAKISTAN,SWEAT BISCUITS,19053100
